item_objectid,metadata,category,image
czoZ2lLIkJ,"{'size': 'PANTS-INCH-38', 'type': 'Chinos', 'brand': 'Zara', 'color': ['Blue'], 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Men', 'measurement': {'waistInCm': 76}}",Clothing > Pants & Jeans > Chinos,https://prod.files.sellpy.net/photoRobot-hanging-roger-g-7/czoZ2lLIkJ-79a1-0.jpg
czWtb2KoTQ,"{'size': 'CHILD-CM-146/152', 'type': 'Fleece jacket', 'brand': 'Point Zero', 'color': ['Green', 'White'], 'fabric': 'Fleece', 'pattern': 'Other', 'material': ['Polyester'], 'condition': 'Good', 'demography': 'Unisex (Kids)', 'sleeveLength': 'Long sleeves'}",Clothing > Jackets & Outerwear > Jackets,https://prod.files.sellpy.net/photoRobot-standard-whitecube-g-6/czWtb2KoTQ-35be-0.jpg
czzEmSVpun,"{'size': 'WMN-INT-XS', 'type': 'Poncho', 'brand': 'Shein', 'color': ['Pink'], 'fabric': 'Pattern knit', 'pattern': 'Monochrome', 'material': ['Polyester', 'Viscose', 'Elastane'], 'neckline': 'V-neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Cardigans,https://prod.files.sellpy.net/photoRobot-standard-huis-g-1/czzEmSVpun-499a-0.jpg
cZzh5DZLj9,"{'size': 'WMN-INT-L', 'type': 'Turtleneck', 'brand': 'Shein', 'color': ['Blue'], 'defects': [{'id': '4010537003', 'type': 'Worn', 'location': 'Whole item'}, {'id': '4468768098', 'type': 'Stains', 'location': 'Left sleeve'}], 'pattern': 'Monochrome', 'material': ['Polyester', 'Viscose'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Sweaters,https://prod.files.sellpy.net/photoRobot-standard-williams-g-4/cZzh5DZLj9-a7a0-0.jpg
d00oqqZoYA,"{'type': 'Camera accessory', 'color': ['Black'], 'defects': [{'id': '2008792998', 'type': 'Stains', 'location': 'Surface'}], 'condition': 'Acceptable'}",Leisure > Photo & Video > Accessories,https://prod.files.sellpy.net/photoRobot-manual-biles-g-4/d00oqqZoYA-0c23-single.jpg
d021BDRKWk,"{'size': 'WMN-INT-XS', 'type': 'Denim skirt', 'color': ['Blue'], 'fabric': 'Denim', 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 78}, 'garmentLength': 'Mini'}",Clothing > Skirts,https://prod.files.sellpy.net/photoRobot-hanging-graf-g-4/d021BDRKWk-6b94-0.jpg
D0uYC203GE,"{'size': 'PANTS-INCH-25', 'type': 'Jeans', 'brand': 'Levi Strauss & Co', 'color': ['Blue'], 'fabric': 'Denim', 'defects': [{'id': '1377173200', 'type': 'Discolored', 'location': 'Whole item'}], 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 72}, 'pantsLength': '32'}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-federer-g-4/D0uYC203GE-92dc-0.jpg
D14ijp1woG,"{'size': 'WMN-INT-L', 'type': 'Sweater', 'brand': 'J.Crew', 'color': ['Black'], 'defects': [{'id': '2499229570', 'type': 'Pilling'}], 'pattern': 'Monochrome', 'material': ['Elastane', 'Alpaca wool', 'Merino Wool', 'Nylon'], 'condition': 'Acceptable', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Sweaters,https://prod.files.sellpy.net/photoRobot-standard-huis-g-1/D14ijp1woG-d6b0-0.jpg
D1BosOAogN,"{'size': 'WMN-INT-S/M', 'type': 'Top', 'color': ['Black'], 'pattern': 'Monochrome', 'neckline': 'V-neck', 'condition': 'Very good', 'demography': 'Women', 'sleeveLength': 'Sleeveless', 'sizeEstimated': False}",Clothing > Tops,https://prod.files.sellpy.net/photoRobot-standard-jordan-g-4/D1BosOAogN-7127-0.jpg
D1GZt3C6Dd,"{'size': 'CHILD-CM-110', 'type': 'Hoodie', 'brand': 'Zara', 'color': ['Gray'], 'fabric': 'French Terry', 'pattern': 'Print', 'material': ['Polyester', 'Cotton'], 'condition': 'Good', 'demography': 'Unisex (Kids)', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Hoodies & Sweatshirts,https://prod.files.sellpy.net/photoRobot-standard-eye-g-2/D1GZt3C6Dd-defe-0.jpg
D1RECGBoGa,"{'type': 'Backpack', 'brand': 'Roxy', 'color': ['Black', 'Multicolored'], 'pattern': 'Print', 'condition': 'Good', 'demography': 'Unisex (Adults)', 'measurement': {'depthInCm': 10, 'widthInCm': 32, 'heightInCm': 46}}",Accessories > Bags,https://prod.files.sellpy.net/photoRobot-case-focus-g-1/D1RECGBoGa-a3f5-0.jpg
D1rn9s4mZi,"{'size': 'SHOES-EU-37', 'type': 'Desert boots', 'color': ['Brown'], 'defects': [{'id': '5163045943', 'type': 'Worn', 'location': 'Whole item'}], 'condition': 'Acceptable', 'demography': 'Women'}",Shoes > Boots,https://prod.files.sellpy.net/photoRobot-case-focus-g-1/D1rn9s4mZi-f0b3-0.jpg
d1xqSGxuy6,"{'size': 'PANTS-INCH-28', 'type': 'Jeans', 'brand': '&Denim by H&M', 'color': ['Blue'], 'pattern': 'Monochrome', 'material': ['Cotton', 'Viscose', 'Elastane', 'Polyester'], 'condition': 'Good', 'productId': '0143866', 'demography': 'Women', 'measurement': {'waistInCm': 80}, 'pantsLength': '32'}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-graf-g-4/d1xqSGxuy6-635f-0.jpg
D2AlfCl9eH,"{'size': 'WMN-INT-S', 'type': 'Pants', 'brand': 'Pelle P', 'color': ['Gray'], 'pattern': 'Monochrome', 'material': ['Viscose', 'Elastane', 'Polyester'], 'pantsFit': 'Regular', 'condition': 'Good', 'waistRise': 'Medium', 'demography': 'Women', 'measurement': {'waistInCm': 78}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-photology-g-1/D2AlfCl9eH-4360-0.jpg
D2CjiSJumt,"{'size': 'WMN-EU-40', 'type': 'Palazzo pants', 'brand': 'CHR', 'color': ['Blue'], 'pattern': 'Monochrome', 'material': ['Polyester', 'Elastane', 'Polyamide', 'Wool'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 76}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-nadal-g-5/D2CjiSJumt-3f4c-0.jpg
D2EM5mawdj,"{'size': 'WMN-INT-M', 'type': 'Dress', 'brand': 'ZJ Denim Identity', 'color': ['Purple', 'Gray'], 'pattern': 'Checked', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Three-quarter sleeve', 'garmentLength': 'Mini'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-yossi-g-3/D2EM5mawdj-12ab-0.jpg
D2h1wvMQPe,"{'size': 'WMN-INT-L', 'type': 'Compression shorts', 'brand': 'Nike', 'color': ['Brown'], 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Women'}",Clothing > Sportswear > Bottoms,https://prod.files.sellpy.net/photoRobot-hanging-open-g-2/D2h1wvMQPe-b4bc-0.jpg
d2HsPVPzT0,"{'size': 'WMN-INT-XS', 'type': 'Dress', 'brand': 'Weekday', 'color': ['Black'], 'pattern': 'Monochrome', 'material': ['Polyester'], 'neckline': 'Squared neck', 'condition': 'Very good', 'demography': 'Women', 'sleeveLength': 'Sleeveless', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-ranby-g-2/d2HsPVPzT0-cb65-0.jpg
d2uOAdxEVs,"{'size': 'CHILD-CM-122', 'type': 'Dress', 'brand': 'H&M', 'color': ['Pink', 'Multicolored'], 'pattern': 'Floral', 'material': ['Cotton'], 'neckline': 'Round neck', 'condition': 'Good', 'productId': '0823485', 'variantId': '0823485001014', 'demography': 'Girls', 'sleeveLength': 'Short sleeves'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-marta-g-4/d2uOAdxEVs-e10e-0.jpg
d2v7stmCjr,"{'size': 'CHILD-CM-128/134', 'type': 'Practice jersey', 'brand': 'Nike', 'color': ['Blue'], 'fabric': 'Dri-Fit', 'defects': [{'id': '2742902014', 'type': 'Pilling', 'location': 'Whole item'}, {'id': '1585196587', 'type': 'Dirty', 'location': 'Front'}], 'pattern': 'Monochrome', 'condition': 'Acceptable', 'demography': 'Boys', 'sleeveLength': 'Long sleeves'}",Clothing > Sportswear > Tops,https://prod.files.sellpy.net/photoRobot-standard-huis-g-1/d2v7stmCjr-1341-0.jpg
D2xAIXUxYm,"{'size': 'WMN-EU-36', 'type': 'Palazzo pants', 'brand': 'NA-KD', 'color': ['Brown'], 'pattern': 'Monochrome', 'material': ['Viscose', 'Polyester'], 'pantsFit': 'Straight', 'condition': 'Good', 'waistRise': 'High', 'demography': 'Women', 'measurement': {'waistInCm': 68}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-open-g-2/D2xAIXUxYm-8158-0.jpg
D2XM62AMPo,"{'size': 'WMN-INT-XL', 'type': 'Shirt', 'brand': 'Samsøe & Samsøe', 'color': ['White'], 'defects': [{'id': '3444525860', 'type': 'Stains', 'location': 'Left side'}], 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Shirts & Blouses > Shirts,https://prod.files.sellpy.net/photoRobot-standard-arte-g-1/D2XM62AMPo-9d93-single.jpg
D32zv4zBhe,"{'size': 'MEN-EU-46', 'type': 'Pants', 'brand': 'Riley', 'color': ['Blue'], 'pattern': 'Monochrome', 'material': ['Cotton', 'Linen'], 'condition': 'Good', 'demography': 'Men', 'measurement': {'waistInCm': 82}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-exposed-g-2/D32zv4zBhe-0d54-0.jpg
D3AgOMWYsp,"{'size': 'WMN-INT-M', 'type': 'Cardigan', 'brand': 'Think Positive', 'color': ['White'], 'defects': [{'id': '4613124105', 'type': 'Stains', 'location': 'Cuff'}], 'pattern': 'Monochrome', 'material': ['Acrylic'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Cardigans,https://prod.files.sellpy.net/photoRobot-standard-fomu-g-1/D3AgOMWYsp-6e7e-0.jpg
D3eVxJTRCM,"{'size': 'SHOES-EU-38.5', 'type': 'Sneakers', 'brand': 'Reebok', 'color': ['Pink'], 'condition': 'Good', 'demography': 'Women'}",Shoes > Sneakers,https://prod.files.sellpy.net/photoRobot-case-foley-g-2/D3eVxJTRCM-f144-0.jpg
D3Oz0ZwnAC,"{'size': 'MEN-INT-L', 'type': 'T-shirt', 'brand': 'SOC', 'color': ['Red'], 'pattern': 'Print', 'material': ['Cotton'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Men', 'sleeveLength': 'Short sleeves'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-calvaire-g-3/D3Oz0ZwnAC-fda3-0.jpg
D3r4mT9XkM,"{'size': 'WMN-INT-M', 'type': 'Pants', 'color': ['Gray'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 76}, 'sizeEstimated': True}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-nadal-g-5/D3r4mT9XkM-b674-0.jpg
D3Xpv98Ot7,"{'size': 'WMN-EU-46/48', 'type': 'Jacket', 'brand': 'Ulla Popken', 'color': ['Black'], 'defects': [{'id': '1847873593', 'type': 'Pilling', 'location': 'Inside'}], 'pattern': 'Monochrome', 'material': ['Cotton', 'Polyester'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Jackets & Outerwear > Jackets,https://prod.files.sellpy.net/photoRobot-standard-faber-g-3/D3Xpv98Ot7-411b-0.jpg
D3zoiBjon3,"{'size': 'MEN-INT-XXL', 'type': 'Shirt', 'brand': 'Ben Sherman', 'color': ['Blue', 'Multicolored'], 'defects': [{'id': '4124169103', 'type': 'Stains', 'location': 'Collar/neckline'}], 'pattern': 'Checked', 'material': ['Cotton'], 'condition': 'Acceptable', 'demography': 'Men', 'sleeveLength': 'Long sleeves'}",Clothing > Shirts & Blouses > Shirts,https://prod.files.sellpy.net/photoRobot-standard-faber-g-3/D3zoiBjon3-4b88-0.jpg
D45aBSVcrg,"{'size': 'WMN-INT-M', 'type': 'Maxi dress', 'brand': 'Copperose', 'color': ['Beige', 'Brown'], 'pattern': 'Leopard', 'material': ['Viscose'], 'neckline': 'V-neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Short sleeves', 'garmentLength': 'Maxi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-fotohof-g-1/D45aBSVcrg-e822-0.jpg
D48pFVk93r,"{'size': 'WMN-INT-S', 'type': 'Outer vest', 'brand': 'Polo Club', 'color': ['Black'], 'material': ['Polyester'], 'condition': 'Good', 'demography': 'Women'}",Clothing > Jackets & Outerwear > Down & Padded Jackets,https://prod.files.sellpy.net/photoRobot-standard-blau-g-1/D48pFVk93r-d175-0.jpg
D52fOhWEF5,"{'size': 'SHOES-EU-38', 'type': 'High heel sandals', 'brand': ""Cassis Cote D'Azur"", 'color': ['Black'], 'condition': 'Good', 'demography': 'Women'}",Shoes > Heels,https://prod.files.sellpy.net/photoRobot-case-magers/D52fOhWEF5-5f3f-0.jpg
D5fp2cF92U,"{'size': 'WMN-EU-36', 'type': 'Body', 'brand': 'Collusion', 'color': ['Black'], 'fabric': 'Ribbed knit', 'pattern': 'Monochrome', 'material': ['Elastane', 'Viscose'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Jumpsuits & Sets > Jumpsuits,https://prod.files.sellpy.net/photoRobot-standard-calvaire-g-3/D5fp2cF92U-7821-0.jpg
D5x1ue9S1k,"{'size': 'WMN-EU-34', 'type': 'Crop top', 'brand': 'NA-KD', 'color': ['White', 'Multicolored'], 'pattern': 'Floral', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Women'}",Clothing > Tops,https://prod.files.sellpy.net/photoRobot-standard-seger-g-4/D5x1ue9S1k-7936-0.jpg
d61PN7vfmF,"{'size': 'WMN-INT-S', 'type': 'Skirt', 'brand': 'H&M', 'color': ['Beige', 'Multicolored'], 'pattern': 'Houndstooth', 'material': ['Polyester', 'Viscose', 'Elastane'], 'condition': 'Good', 'productId': '0675281', 'variantId': '0675281002003', 'demography': 'Women', 'measurement': {'waistInCm': 74}, 'garmentLength': 'Midi'}",Clothing > Skirts,https://prod.files.sellpy.net/photoRobot-hanging-fisher-g-3/d61PN7vfmF-f6fc-0.jpg
d69o7vu6mp,"{'size': 'CHILD-CM-110/116', 'type': 'Pajama shorts', 'brand': 'Arket', 'color': ['Orange'], 'defects': [{'id': '1025799380', 'type': 'Washed out'}], 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Acceptable', 'demography': 'Girls'}",Clothing > Sleepwear & Bathrobes > Pyjamas,https://prod.files.sellpy.net/photoRobot-hanging-wise-g-2/d69o7vu6mp-9f75-0.jpg
d79eZKjk5A,"{'size': 'WMN-INT-L', 'type': 'Blouse', 'brand': 'Shein', 'color': ['Brown', 'Black'], 'pattern': 'Other', 'material': ['Polyester'], 'condition': 'Very good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Shirts & Blouses > Blouses,https://prod.files.sellpy.net/photoRobot-standard-williams-g-4/d79eZKjk5A-44e9-0.jpg
D7DDwCFbJi,"{'size': 'WMN-EU-36', 'type': 'Overshirt', 'brand': 'NLY Trend', 'color': ['Gray'], 'pattern': 'Checked', 'material': ['Polyester'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Jackets & Outerwear > Jackets,https://prod.files.sellpy.net/photoRobot-standard-calvaire-g-3/D7DDwCFbJi-b058-0.jpg
d7i3pCVsSD,"{'size': 'WMN-INT-XS', 'type': 'Dress', 'color': ['Multicolored'], 'pattern': 'Other', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Sleeveless', 'garmentLength': 'Midi', 'sizeEstimated': True}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-fraenkel-g-3/d7i3pCVsSD-9af1-0.jpg
d7KXWx6ysU,"{'size': 'WMN-INT-L/XL', 'type': 'Sweater', 'brand': 'KappAhl', 'color': ['Off-white'], 'fabric': 'Chunky knit', 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves', 'sizeEstimated': True}",Clothing > Sweaters & Cardigans > Sweaters,https://prod.files.sellpy.net/photoRobot-standard-marta-g-4/d7KXWx6ysU-e790-0.jpg
D7nNMKYo7F,"{'size': 'CHILD-CM-98', 'type': 'Hoodie', 'brand': 'College Kids', 'color': ['Gray'], 'pattern': 'Print', 'condition': 'Good', 'demography': 'Boys', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Hoodies & Sweatshirts,https://prod.files.sellpy.net/photoRobot-fixed-morat-g-3/D7nNMKYo7F-3ec5-0-timed-sequence.jpg
d7RsTPkn5H,"{'size': 'WMN-INT-L', 'type': 'Blouse', 'brand': 'Dobber', 'color': ['Brown'], 'pattern': 'Monochrome', 'material': ['Viscose'], 'condition': 'New', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Shirts & Blouses > Blouses,https://prod.files.sellpy.net/photoRobot-standard-bubka-g-4/d7RsTPkn5H-2127-0.jpg
D7v7wVkGTJ,"{'size': 'CHILD-CM-146', 'type': 'Polo shirt', 'brand': 'Ralph Lauren', 'color': ['White'], 'pattern': 'Floral', 'material': ['Cotton', 'Elastane'], 'condition': 'Good', 'demography': 'Girls'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-howe-g-5/D7v7wVkGTJ-bf7c-0.jpg
d89ezSHALg,"{'size': 'MEN-INT-S', 'type': 'Sweatshirt', 'brand': 'Monki', 'color': ['Blue'], 'pattern': 'Print', 'material': ['Cotton', 'Polyester'], 'neckline': 'Round neck', 'condition': 'Good', 'productId': '0636127', 'demography': 'Men', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Hoodies & Sweatshirts,https://prod.files.sellpy.net/photoRobot-standard-ranby-g-2/d89ezSHALg-5f65-0.jpg
d8o7FQvyiZ,"{'size': 'WMN-INT-S', 'type': 'Sports bra', 'brand': 'NA-KD', 'color': ['Blue'], 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Women'}",Clothing > Sportswear > Tops,https://prod.files.sellpy.net/photoRobot-fixed-snap-g-2/d8o7FQvyiZ-2257-0-timed-sequence.jpg
d8QltYjDAE,"{'size': 'WMN-INT-XS', 'type': 'Polo shirt', 'brand': 'Cross Sportswear', 'color': ['Pink'], 'pattern': 'Monochrome', 'material': ['Elastane', 'Polyester'], 'condition': 'Very good', 'demography': 'Women', 'sleeveLength': 'Short sleeves'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-marta-g-4/d8QltYjDAE-e30a-0.jpg
D8ZzbGdo1b,"{'size': 'MEN-INT-S', 'type': 'T-shirt', 'brand': 'Abercrombie & Fitch', 'color': ['Gray'], 'pattern': 'Print', 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Men', 'sleeveLength': 'Short sleeves'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-arte-g-1/D8ZzbGdo1b-ba62-0.jpg
d9ACTvHpDk,"{'size': 'CHILD-CM-62', 'type': 'Shorts', 'brand': 'Lindex Baby', 'color': ['Blue'], 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Unisex (Kids)'}",Clothing > Shorts,https://prod.files.sellpy.net/photoRobot-fixed-polka-g-1/d9ACTvHpDk-4295-0-timed-sequence.jpg
D9DUsFsTyr,"{'size': 'MEN-INT-S', 'type': 'Practice jersey', 'brand': 'H&M Sport', 'color': ['Black'], 'pattern': 'Monochrome', 'material': ['Polyester', 'Elastane'], 'neckline': 'Round neck', 'condition': 'Good', 'productId': '0145868', 'demography': 'Men', 'sleeveLength': 'Short sleeves'}",Clothing > Sportswear > Tops,https://prod.files.sellpy.net/photoRobot-standard-ranby-g-2/D9DUsFsTyr-7739-0.jpg
d9gYe3C1ue,"{'size': 'WMN-INT-S', 'type': 'Sports tights', 'brand': ""Aim'n"", 'color': ['Gray'], 'material': ['Polyester', 'Elastane'], 'condition': 'Good', 'demography': 'Women'}",Clothing > Sportswear > Bottoms,https://prod.files.sellpy.net/photoRobot-hanging-federer-g-4/d9gYe3C1ue-698e-0.jpg
D9kunpw1gB,"{'size': 'WMN-EU-36', 'type': 'Jumpsuit', 'brand': 'Dilvin Woman', 'color': ['Black'], 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Women'}",Clothing > Jumpsuits & Sets > Jumpsuits,https://prod.files.sellpy.net/photoRobot-standard-seger-g-4/D9kunpw1gB-348e-0.jpg
d9LeEyFxnR,"{'size': 'SHOES-EU-39', 'type': 'Sandals', 'color': ['Black'], 'condition': 'Normal', 'demography': 'Women'}",Shoes > Sandals,https://sellpy-parse-prod-files.s3.eu-west-1.amazonaws.com/phone-images/d9LeEyFxnR-ba91.jpg
d9vjZ16tFP,"{'size': 'WMN-INT-XS', 'type': 'Maxi dress', 'brand': 'Indiska', 'color': ['White', 'Multicolored'], 'pattern': 'Other', 'material': ['Viscose'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Sleeveless', 'garmentLength': 'Maxi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-fotohof-g-1/d9vjZ16tFP-6a88-0.jpg
d9xMhhpkFZ,"{'size': 'MEN-EU_COLLAR-41', 'type': 'Shirt', 'brand': 'Eton', 'color': ['Cream'], 'condition': 'Normal', 'demography': 'Men', 'measurement': {'chestInCm': 100}}",Clothing > Shirts & Blouses > Shirts,https://prod.files.sellpy.net/photoRobot-boone/d9xMhhpkFZ-8392-0.jpg
Da0h8mhxEj,"{'size': 'CHILD-CM-56', 'type': 'Set', 'brand': 'Baby club by C&A', 'color': ['Gray', 'White', 'Multicolored'], 'extra': '+ top', 'fabric': 'Velvet', 'pattern': 'Other', 'condition': 'Good', 'demography': 'Girls', 'sizeBottom': '56'}",Clothing > Jumpsuits & Sets > Sets,https://prod.files.sellpy.net/photoRobot-fixed-hamm-g-4/Da0h8mhxEj-b442-single.jpg
DAaBANTlUl,"{'size': 'WMN-EU-36', 'type': 'Coat', 'brand': 'H&M', 'color': ['Beige'], 'pattern': 'Monochrome', 'material': ['Linen'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Jackets & Outerwear > Coats,https://prod.files.sellpy.net/photoRobot-standard-dee/DAaBANTlUl-8e48-0.jpg
dAAQ18KETL,"{'size': 'WMN-INT-L', 'type': 'Winter jacket', 'brand': 'Soaked In Luxury', 'color': ['Off-white'], 'fabric': 'Faux fur', 'defects': [{'id': '1176108879', 'type': 'Dirty', 'location': 'Cuff'}], 'pattern': 'Monochrome', 'material': ['Polyester'], 'condition': 'Acceptable', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Jackets & Outerwear > Down & Padded Jackets,https://prod.files.sellpy.net/photoRobot-standard-atlas-g-2/dAAQ18KETL-575e-0.jpg
dAblB6xEWe,"{'size': 'WMN-EU-38', 'type': 'Shirt dress', 'brand': 'H&M', 'color': ['White', 'Black'], 'pattern': 'Striped', 'material': ['Polyester'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Three-quarter sleeve', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-fotohof-g-1/dAblB6xEWe-7d36-0.jpg
daJtfRNNNw,"{'size': 'WMN-EU-40', 'type': 'Sweater', 'brand': 'Topshop', 'color': ['Pink'], 'fabric': 'Ribbed knit', 'pattern': 'Monochrome', 'material': ['Cotton'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Sweaters,https://prod.files.sellpy.net/photoRobot-standard-calvaire-g-3/daJtfRNNNw-7709-0.jpg
DAJWuOqZps,"{'size': 'WMN-EU-38', 'type': 'Palazzo pants', 'brand': 'Divided by H&M', 'color': ['Black'], 'pattern': 'Monochrome', 'material': ['Elastane', 'Polyester'], 'condition': 'Good', 'productId': '0975968', 'variantId': '0975968001004', 'demography': 'Women', 'measurement': {'waistInCm': 72}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-westlicht-g-3/DAJWuOqZps-d513-0.jpg
DaOZz72ZOG,"{'size': 'CHILD-CM-50', 'type': 'Pants', 'brand': 'Basic U', 'color': ['White'], 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Boys'}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-fixed-polka-g-1/DaOZz72ZOG-f829-0-timed-sequence.jpg
DAPyQyQjiR,"{'size': 'WMN-INT-S', 'type': 'Shirt', 'brand': 'Hampton Republic', 'color': ['White', 'Red'], 'pattern': 'Striped', 'material': ['Cotton', 'Polyester'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Shirts & Blouses > Shirts,https://prod.files.sellpy.net/photoRobot-standard-monroe-g-2/DAPyQyQjiR-40f7-0.jpg
DawHbqDEz7,"{'size': 'WMN-INT-XL', 'type': 'Denim shorts', 'brand': 'Perfect Jeans Gina Tricot', 'color': ['Blue'], 'pattern': 'Monochrome', 'material': ['Elastane', 'Cotton'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 78}}",Clothing > Shorts,https://prod.files.sellpy.net/photoRobot-hanging-graf-g-4/DawHbqDEz7-0db5-0.jpg
daWT24WwaZ,"{'size': 'MEN-INT-M', 'type': 'Shorts', 'brand': 'Weather Report', 'color': ['Beige'], 'defects': [{'id': '3578490755', 'type': 'Textile fibre'}], 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Unisex (Adults)', 'measurement': {'waistInCm': 78}}",Clothing > Shorts,https://prod.files.sellpy.net/photoRobot-hanging-graf-g-4/daWT24WwaZ-2fdc-0.jpg
DB5c5dDfGH,"{'size': 'WMN-INT-M', 'type': 'Dress', 'brand': 'Massana', 'color': ['Blue'], 'pattern': 'Monochrome', 'neckline': 'V-neck', 'condition': 'Very good', 'demography': 'Women', 'sleeveLength': 'Three-quarter sleeve', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-williams-g-4/DB5c5dDfGH-a531-0.jpg
db9G8toJe0,"{'size': 'WMN-INT-S', 'type': 'Dress', 'brand': 'Shein', 'color': ['Green'], 'pattern': 'Monochrome', 'material': ['Elastane', 'Cotton'], 'neckline': 'V-neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Sleeveless', 'garmentLength': 'Mini'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-ostlicht-g-3/db9G8toJe0-d3db-0.jpg
